test_year,candidate_rule,candidate_share,candidate_units,damage_rate,damage_lift,damage_capture,cost_capture,aos_capture
2011,Boundary-certificate expansion,0.05,424,0.27358490566037735,3.590112622495246,0.17984496124031008,0.31904554595054696,0.42028861510381016
2011,Boundary-excess expansion,0.05,424,0.2759433962264151,3.6210618692408953,0.1813953488372093,0.31904554595054696,0.4189196897102441
2011,Posterior-mean expansion,0.05,424,0.2665094339622642,3.4972648822583006,0.17519379844961241,0.3327466822927638,0.4581907369381702
2011,Random unselected expansion,0.05,424,0.04963443396226415,0.6513268977621763,0.03262790697674419,0.09357100411011769,0.07751682637462926
2012,Boundary-certificate expansion,0.005,46,0.391304347826087,4.5872366651725685,0.023195876288659795,0.10413666856359836,0.06902522075373695
2012,Boundary-excess expansion,0.005,46,0.3695652173913043,4.332390183774092,0.02190721649484536,0.02756975714792815,0.062080375521825285
2012,Posterior-mean expansion,0.005,46,0.32608695652173914,3.8226972209771404,0.019329896907216496,0.07514641621887196,0.017025451607318057
2012,Random unselected expansion,0.005,46,0.0642391304347826,0.7530713525324966,0.0038079896907216495,0.006700427950467489,0.005138223581693311
2012,Boundary-certificate expansion,0.01,91,0.4065934065934066,4.766469355386881,0.04768041237113402,0.17869732506969566,0.11688886323849099
2012,Boundary-excess expansion,0.01,91,0.38461538461538464,4.508822363203807,0.045103092783505154,0.1245282193646694,0.11029029837825359
2012,Posterior-mean expansion,0.01,91,0.4065934065934066,4.766469355386881,0.04768041237113402,0.19503949108303567,0.10563475115907736
2012,Random unselected expansion,0.01,91,0.060549450549450545,0.7098174634643708,0.007100515463917525,0.012927755493184851,0.011964275408322272
2012,Boundary-certificate expansion,0.02,182,0.37362637362637363,4.379998867112269,0.08762886597938144,0.2195553202351139,0.25859448644697103
2012,Boundary-excess expansion,0.02,182,0.37362637362637363,4.379998867112269,0.08762886597938144,0.2195553202351139,0.25861372424539736
2012,Posterior-mean expansion,0.02,182,0.3956043956043956,4.637645859295343,0.09278350515463918,0.23604322884365622,0.24360824147284585
2012,Random unselected expansion,0.02,182,0.06392857142857143,0.7494306885125184,0.014993556701030928,0.025300107991776382,0.020643408168369213
2012,Boundary-certificate expansion,0.05,455,0.3208791208791209,3.76164608587289,0.18814432989690721,0.26436554775590154,0.35834247128758584
2012,Boundary-excess expansion,0.05,455,0.3230769230769231,3.7874107850911973,0.18943298969072164,0.27193395375142554,0.44714414882360864
2012,Posterior-mean expansion,0.05,455,0.35604395604395606,4.17388127336581,0.20876288659793815,0.4307314035656254,0.3700198149323791
2012,Random unselected expansion,0.05,455,0.06358241758241757,0.7453727483856349,0.03728092783505155,0.06735135161822256,0.05237952328735499
2013,Boundary-certificate expansion,0.005,46,0.43478260869565216,5.320274354801208,0.026737967914438502,0.10631181609500041,0.09024129127892613
2013,Boundary-excess expansion,0.005,46,0.45652173913043476,5.586288072541269,0.02807486631016043,0.10475316086511999,0.07989788355431113
2013,Posterior-mean expansion,0.005,46,0.4782608695652174,5.85230179028133,0.029411764705882353,0.11196003552939474,0.13431606686980152
2013,Random unselected expansion,0.005,46,0.0592391304347826,0.7248873808416646,0.003643048128342246,0.006302043492356878,0.004257844025364408
2013,Boundary-certificate expansion,0.01,92,0.44565217391304346,5.4532812136712385,0.05481283422459893,0.1361016790754182,0.1744214773943836
2013,Boundary-excess expansion,0.01,92,0.4673913043478261,5.7192949314113,0.05748663101604278,0.135567609112047,0.19003541134810178
2013,Posterior-mean expansion,0.01,92,0.45652173913043476,5.586288072541269,0.05614973262032086,0.14244891578152225,0.15289467182739028
2013,Random unselected expansion,0.01,92,0.05434782608695652,0.665034294350151,0.0066844919786096255,0.011387286596586929,0.007966070987400148
2013,Boundary-certificate expansion,0.02,184,0.41304347826086957,5.054260637061148,0.10160427807486631,0.2208397635175617,0.22121386807214033
2013,Boundary-excess expansion,0.02,184,0.4076086956521739,4.987757207626133,0.10026737967914438,0.24140370283013815,0.3015070410936342
2013,Posterior-mean expansion,0.02,184,0.41304347826086957,5.054260637061148,0.10160427807486631,0.24346049645884543,0.2058964012188092
2013,Random unselected expansion,0.02,184,0.05222826086956522,0.6390979568704952,0.012847593582887699,0.021952911437429057,0.017477888495429465
2013,Boundary-certificate expansion,0.05,458,0.36681222707423583,4.488545874880321,0.22459893048128343,0.3450371751592897,0.38099316478629663
2013,Boundary-excess expansion,0.05,458,0.35807860262008734,4.381675735002219,0.2192513368983957,0.342374036378896,0.37835790167174504
2013,Posterior-mean expansion,0.05,458,0.36026200873362446,4.408393269971744,0.22058823529411764,0.34610354323135856,0.36674627357325207
2013,Random unselected expansion,0.05,458,0.05501091703056768,0.6731482935572005,0.033683155080213904,0.06392565919998866,0.04101671745038294
2014,Boundary-certificate expansion,0.005,57,0.2631578947368421,4.218013026877292,0.021337126600284494,0.007504153791736559,0.05013706699290876
2014,Boundary-excess expansion,0.005,57,0.3333333333333333,5.342816500711237,0.02702702702702703,0.00821120028020866,0.06402501189424319
2014,Posterior-mean expansion,0.005,57,0.3157894736842105,5.061615632252751,0.025604551920341393,0.009445481982867763,0.04891365912231813
2014,Random unselected expansion,0.005,57,0.04026315789473684,0.6453559931122258,0.003264580369843528,0.004648646500538323,0.008820317632932326
2014,Boundary-certificate expansion,0.01,113,0.336283185840708,5.390098062664435,0.05405405405405406,0.03826431671030191,0.21210267563832438
2014,Boundary-excess expansion,0.01,113,0.2920353982300885,4.680874633366483,0.04694167852062589,0.061989215767997215,0.09404381612632819
2014,Posterior-mean expansion,0.01,113,0.3185840707964602,5.106408690945254,0.051209103840682786,0.036180931465899714,0.16230544416502413
2014,Random unselected expansion,0.01,113,0.03955752212389381,0.6340457457923688,0.00635846372688478,0.008693865655398855,0.015549910509979836
2014,Boundary-certificate expansion,0.02,226,0.30973451327433627,4.964564005085663,0.09957325746799431,0.07770605920495426,0.2859602618999071
2014,Boundary-excess expansion,0.02,226,0.30973451327433627,4.964564005085663,0.09957325746799431,0.07809102459944,0.2867758671469675
2014,Posterior-mean expansion,0.02,226,0.3407079646017699,5.461020405594229,0.10953058321479374,0.08462252847559519,0.2874102267835701
2014,Random unselected expansion,0.02,226,0.04057522123893806,0.6503578846662218,0.013044096728307255,0.014988548083298341,0.02992489635016652
2014,Boundary-certificate expansion,0.05,564,0.2429078014184397,3.8934354287097848,0.19487908961593173,0.18394253642076652,0.5385033643716441
2014,Boundary-excess expansion,0.05,564,0.24113475177304963,3.865016192003874,0.1934566145092461,0.18307031226026838,0.5382768073585718
2014,Posterior-mean expansion,0.05,564,0.2641843971631206,4.234466269180715,0.2119487908961593,0.14409762518148386,0.5376311198713156
2014,Random unselected expansion,0.05,564,0.040283687943262404,0.6456850579582942,0.03231863442389758,0.03981751850701512,0.06846094157094633
2015,Boundary-certificate expansion,0.005,56,0.32142857142857145,5.166788321167884,0.026277372262773723,0.037438607644389464,0.05966120544596751
2015,Boundary-excess expansion,0.005,56,0.32142857142857145,5.166788321167884,0.026277372262773723,0.009332731456326678,0.07561912981525298
2015,Posterior-mean expansion,0.005,56,0.23214285714285715,3.7315693430656935,0.01897810218978102,0.037438607644389464,0.059226779192720166
2015,Random unselected expansion,0.005,56,0.036607142857142845,0.5884397810218978,0.0029927007299270073,0.0045419926128511205,0.0029887222944656993
2015,Boundary-certificate expansion,0.01,111,0.34234234234234234,5.50296573946209,0.05547445255474453,0.043190360652805314,0.08390219037716887
2015,Boundary-excess expansion,0.01,111,0.35135135135135137,5.647780627342671,0.05693430656934306,0.01928557013663531,0.12181312141055307
2015,Posterior-mean expansion,0.01,111,0.3153153153153153,5.068521075820346,0.051094890510948905,0.04087752553691027,0.07509781831135619
2015,Random unselected expansion,0.01,111,0.03788288288288288,0.6089466035378444,0.006138686131386861,0.007611853337812875,0.006460468659042002
2015,Boundary-certificate expansion,0.02,221,0.3076923076923077,4.945985401459854,0.09927007299270073,0.10932442240856403,0.1565382599201235
2015,Boundary-excess expansion,0.02,221,0.31221719457013575,5.018720480893087,0.10072992700729927,0.06788504307518473,0.1609694077032463
2015,Posterior-mean expansion,0.02,221,0.3031674208144796,4.873250322026621,0.09781021897810219,0.11793352139327948,0.16792022775520368
2015,Random unselected expansion,0.02,221,0.038552036199095016,0.6197028767711464,0.012437956204379562,0.021664998339009475,0.013375187889354528
2015,Boundary-certificate expansion,0.05,551,0.23411978221415608,3.763347331328573,0.18832116788321168,0.14606235086508285,0.21822678788124522
2015,Boundary-excess expansion,0.05,551,0.2323049001814882,3.734174096201995,0.18686131386861313,0.14606235086508285,0.21822678788124522
2015,Posterior-mean expansion,0.05,551,0.23593466424682397,3.7925205664551513,0.1897810218978102,0.3063324772297692,0.21689454737128672
2015,Random unselected expansion,0.05,551,0.03862976406533576,0.6209523096692146,0.031072992700729926,0.05183830975949873,0.02926645679051676
2016,Boundary-certificate expansion,0.005,53,0.37735849056603776,6.003273886447833,0.030441400304414,0.033282466004989394,0.011907674741048854
2016,Boundary-excess expansion,0.005,53,0.37735849056603776,6.003273886447833,0.030441400304414,0.0227780680281922,0.011690182964956638
2016,Posterior-mean expansion,0.005,53,0.3584905660377358,5.7031101921254415,0.0289193302891933,0.033282466004989394,0.011907674741048854
