test_year,rule,capacity,test_component_units,damage_units,selected_units,selected_damage_units,damage_capture,selected_hit_rate,overall_damage_rate,damage_lift,cost_capture,aos_capture,fallback_share
2022,Full hierarchy with certificates,0.05,13370,776,669,306,0.3943298969072165,0.45739910313901344,0.058040388930441285,7.88070361980491,0.8269800207917403,0.6710486124811568,0.01195814648729447
2022,Full hierarchy with certificates,0.1,13370,776,1337,435,0.5605670103092784,0.32535527299925204,0.058040388930441285,5.605670103092783,0.8888356709711815,0.7672924739356998,0.008227374719521317
2023,Direct full cell,0.05,15753,810,788,331,0.408641975308642,0.4200507614213198,0.051418777375737953,8.16920943786426,0.8327598267490957,0.5922423674961533,0.0
2023,Direct full cell,0.1,15753,810,1576,465,0.5740740740740741,0.2950507614213198,0.051418777375737953,5.738190919345742,0.9182795480277935,0.7502796892265433,0.0
2023,EB component,0.05,15753,810,788,132,0.16296296296296298,0.16751269035532995,0.051418777375737953,3.2578116187253245,0.23589396790818945,0.2745758033691638,0.0
2023,EB component,0.1,15753,810,1576,196,0.2419753086419753,0.12436548223350254,0.051418777375737953,2.4186783229930437,0.25499704418051305,0.3160809022406745,0.0
2023,EB component-phase,0.05,15753,810,788,191,0.23580246913580247,0.24238578680203046,0.051418777375737953,4.713954690731341,0.7511913651956725,0.44015495487263234,0.0
2023,EB component-phase,0.1,15753,810,1576,295,0.36419753086419754,0.18718274111675126,0.051418777375737953,3.6403576800150406,0.771500369649343,0.5850973443683969,0.0
2023,EB component-phase-size,0.05,15753,810,788,325,0.4012345679012346,0.41243654822335024,0.051418777375737953,8.021127091558563,0.8550218921213314,0.6114177043984516,0.0038071065989847717
2023,EB component-phase-size,0.1,15753,810,1576,454,0.5604938271604938,0.2880710659898477,0.051418777375737953,5.60244876856552,0.8883020717848611,0.7002438733585961,0.0019035532994923859
2023,Full hierarchy,0.05,15753,810,788,343,0.42345679012345677,0.4352791878172589,0.051418777375737953,8.465374130475654,0.8461907551711124,0.6128650472490942,0.017766497461928935
2023,Full hierarchy,0.1,15753,810,1576,478,0.5901234567901235,0.3032994923857868,0.051418777375737953,5.898613461176913,0.891020536707663,0.7745355907083407,0.014593908629441625
2023,Full hierarchy with certificates,0.05,15753,810,788,343,0.42345679012345677,0.4352791878172589,0.051418777375737953,8.465374130475654,0.8461907551711124,0.6128650472490942,0.017766497461928935
2023,Full hierarchy with certificates,0.1,15753,810,1576,478,0.5901234567901235,0.3032994923857868,0.051418777375737953,5.898613461176913,0.891020536707663,0.7745355907083407,0.014593908629441625
2024,Direct full cell,0.05,17957,889,898,368,0.41394825646794153,0.40979955456570155,0.049507155983738935,8.27758222872475,0.7772273021186535,0.7583412866570984,0.0
2024,Direct full cell,0.1,17957,889,1796,522,0.5871766029246345,0.2906458797327394,0.049507155983738935,5.870785222003152,0.8650063383833746,0.8161483127126214,0.0
2024,EB component,0.05,17957,889,898,124,0.13948256467941508,0.13808463251670378,0.049507155983738935,2.7891853162007307,0.2004365966284854,0.40390478024930226,0.0
2024,EB component,0.1,17957,889,1796,192,0.21597300337457817,0.10690423162583519,0.049507155983738935,2.1593692770586306,0.6635235115292853,0.4715975825757762,0.0
2024,EB component-phase,0.05,17957,889,898,217,0.2440944881889764,0.24164810690423164,0.049507155983738935,4.881074303351279,0.458372361693658,0.44349393978452883,0.0
2024,EB component-phase,0.1,17957,889,1796,347,0.39032620922384703,0.19320712694877507,0.049507155983738935,3.9026100996840873,0.48554573819142127,0.5049998044858194,0.0
2024,EB component-phase-size,0.05,17957,889,898,342,0.3847019122609674,0.38084632516703787,0.049507155983738935,7.692753049521371,0.7820818921065069,0.7103606584917601,0.0022271714922048997
2024,EB component-phase-size,0.1,17957,889,1796,484,0.5444319460067492,0.26948775055679286,0.049507155983738935,5.443410052585297,0.8749666235547057,0.8107173632523131,0.0011135857461024498
2024,Full hierarchy,0.05,17957,889,898,381,0.42857142857142855,0.4242761692650334,0.049507155983738935,8.56999681832644,0.783226294439275,0.7799376382176636,0.01002227171492205
2024,Full hierarchy,0.1,17957,889,1796,523,0.5883014623172104,0.29120267260579064,0.049507155983738935,5.882031936987832,0.8696473246443884,0.8215054012602697,0.010579064587973273
2024,Full hierarchy with certificates,0.05,17957,889,898,381,0.42857142857142855,0.4242761692650334,0.049507155983738935,8.56999681832644,0.783226294439275,0.7799376382176636,0.01002227171492205
2024,Full hierarchy with certificates,0.1,17957,889,1796,523,0.5883014623172104,0.29120267260579064,0.049507155983738935,5.882031936987832,0.8696473246443884,0.8215054012602697,0.010579064587973273
2025,Direct full cell,0.05,19970,954,999,395,0.4140461215932914,0.3953953953953954,0.047771657486229344,8.276777826044073,0.6315188073146717,0.583003587897025,0.0
2025,Direct full cell,0.1,19970,954,1997,552,0.5786163522012578,0.27641462193289934,0.047771657486229344,5.786163522012578,0.6881610648683679,0.6734255609758615,0.0
2025,EB component,0.05,19970,954,999,121,0.12683438155136267,0.12112112112112113,0.047771657486229344,2.535418017598311,0.4504264929176716,0.11960904116500518,0.0
2025,EB component,0.1,19970,954,1997,218,0.22851153039832284,0.10916374561842764,0.047771657486229344,2.2851153039832286,0.7246658993938025,0.23555534336000328,0.0
2025,EB component-phase,0.05,19970,954,999,203,0.21278825995807127,0.2032032032032032,0.047771657486229344,4.253635186549233,0.5092291217232617,0.1914340813441613,0.0
2025,EB component-phase,0.1,19970,954,1997,325,0.34067085953878407,0.1627441161742614,0.047771657486229344,3.406708595387841,0.5456168307445947,0.38150068422312433,0.0
2025,EB component-phase-size,0.05,19970,954,999,373,0.3909853249475891,0.3733733733733734,0.047771657486229344,7.81579273193529,0.5751751373136857,0.5306000323884966,0.0
2025,EB component-phase-size,0.1,19970,954,1997,536,0.5618448637316562,0.2684026039058588,0.047771657486229344,5.618448637316562,0.7554121267491684,0.6963088081871925,0.0
2025,Full hierarchy,0.05,19970,954,999,404,0.42348008385744235,0.4044044044044044,0.047771657486229344,8.465362637270394,0.6253839942097956,0.5752438976394463,0.006006006006006006
2025,Full hierarchy,0.1,19970,954,1997,566,0.5932914046121593,0.28342513770655986,0.047771657486229344,5.932914046121594,0.6929884629475012,0.671690002083961,0.009514271407110666
2025,Full hierarchy with certificates,0.05,19970,954,999,404,0.42348008385744235,0.4044044044044044,0.047771657486229344,8.465362637270394,0.6253839942097956,0.5752438976394463,0.006006006006006006
2025,Full hierarchy with certificates,0.1,19970,954,1997,566,0.5932914046121593,0.28342513770655986,0.047771657486229344,5.932914046121594,0.6929884629475012,0.671690002083961,0.009514271407110666


